genre,dtg,mpaa,releasedate,budget,runtime,title
Documentary,2401999,PG,2012-07-20 00:00:00,nan,100,The Queen of Versailles
Foreign,2347774,Unrated,2012-08-15 00:00:00,nan,133,Ek Tha Tiger
Foreign,350524,Unrated,2012-02-10 00:00:00,nan,94,Chico & Rita
Action Thriller,304318,R,2012-09-14 00:00:00,nan,96,Stolen
Foreign,2007758,PG,2012-03-09 00:00:00,nan,103,Footnote
Documentary,898317,Unrated,2012-07-13 00:00:00,nan,99,The Imposter
Foreign,1986748,Unrated,2012-01-26 00:00:00,nan,168,Agneepath
Foreign,3546,Unrated,2012-08-24 00:00:00,nan,98,The Day I Saw Your Heart
Foreign,1862086,Unrated,2012-10-05 00:00:00,nan,134,English Vinglish
Foreign,1791780,Unrated,2012-04-06 00:00:00,nan,145,Housefull 2
Drama,0,PG,2012-05-11 00:00:00,nan,99,The Cup
Animation,10975,Unrated,2012-09-26 00:00:00,nan,84,Tales of the Night
Foreign,137515,Unrated,2012-08-17 00:00:00,nan,138,Beloved
Drama,100343,R,2012-08-03 00:00:00,nan,111,360
Comedy,633210,R,2012-08-10 00:00:00,nan,91,2 Days in New York
Comedy / Drama,1636190,R,2012-06-15 00:00:00,nan,90,Your Sister's Sister
Foreign,29864,Unrated,2012-08-24 00:00:00,nan,97,Hermano
Comedy,20998,R,2012-12-07 00:00:00,nan,93,Lay the Favorite
Action / Adventure,38898,R,2012-08-03 00:00:00,nan,94,Soldiers of Fortune
Drama,1562546,R,2012-11-02 00:00:00,nan,105,A Late Quartet
Foreign,145808,PG,2012-05-11 00:00:00,nan,128,I Wish
Foreign,317405,Unrated,2012-03-02 00:00:00,nan,90,The Salt of Life
Foreign,0,PG-13,2012-08-17 00:00:00,nan,93,Chicken with Plums
Documentary,1413480,PG-13,2012-04-20 00:00:00,nan,145,Marley
Thriller,693286,R,2012-10-05 00:00:00,nan,107,The Paperboy
Documentary,1328467,PG-13,2012-11-09 00:00:00,nan,76,Chasing Ice
Foreign,154189,Unrated,2012-06-29 00:00:00,nan,111,Unforgivable
Romance,15375,PG-13,2012-05-04 00:00:00,nan,107,A Little Bit of Heaven
Foreign,1285918,PG-13,2012-10-26 00:00:00,nan,105,The Other Son
Documentary,777595,Unrated,2012-05-26 00:00:00,nan,,Meerkats
Comedy,1251749,R,2012-08-31 00:00:00,nan,86,"For a Good Time, Call..."
Drama,1239692,R,2012-06-29 00:00:00,nan,116,Take This Waltz
Foreign,1227789,Unrated,2012-07-13 00:00:00,nan,146,Cocktail
Foreign,0,Unrated,2012-01-04 00:00:00,nan,150,Once Upon a Time in Anatolia
Foreign,1155545,Unrated,2012-02-10 00:00:00,nan,140,Ek Main Aur Ekk Tu
Romance,1126525,R,2012-03-23 00:00:00,nan,98,The Deep Blue Sea
Period Drama,757195,R,2012-01-20 00:00:00,nan,122,Coriolanus
Documentary,1017579,PG-13,2012-09-21 00:00:00,nan,92,Diana Vreeland: The Eye Has to Travel
Documentary,1014071,Unrated,2012-05-04 00:00:00,nan,90,First Position
Comedy,1008455,PG-13,2012-04-06 00:00:00,nan,98,Damsels in Distress
Crime Drama,972512,R,2012-02-10 00:00:00,nan,107,Rampart
Foreign,157508,NC-17,2012-04-27 00:00:00,nan,96,Elles
Historical Drama,583455,R,2012-02-03 00:00:00,nan,118,W.E.
Foreign,4630,Unrated,2012-08-31 00:00:00,nan,94,Breathing
Comedy,793815,PG-13,2012-04-20 00:00:00,nan,103,Darling Companion
Foreign,781196,Unrated,2012-06-22 00:00:00,nan,120,Teri Meri Kahaani
Foreign,771789,Unrated,2012-11-13 00:00:00,nan,145,Son of Sardaar
Foreign / Action,698210,Unrated,2012-03-23 00:00:00,nan,157,Agent Vinod
Foreign,670086,Unrated,2012-10-19 00:00:00,nan,,Student of the Year
Foreign,641100,Unrated,2012-10-17 00:00:00,nan,115,Holy Motors
Foreign,0,Unrated,2012-03-16 00:00:00,nan,99,Free Men
Comedy / Drama,590700,R,2012-06-08 00:00:00,nan,96,"Peace, Love and Misunderstanding"
Documentary,562218,PG-13,2012-02-17 00:00:00,nan,113,Undefeated
Foreign,0,Unrated,2012-10-05 00:00:00,nan,97,Sister
Foreign,549001,Unrated,2012-04-20 00:00:00,nan,142,Vicky Donor
Comedy / Drama,540152,R,2012-03-02 00:00:00,nan,86,Being Flynn
Documentary,534100,R,2012-07-27 00:00:00,nan,90,Ai Weiwei: Never Sorry
Foreign,531997,PG-13,2012-05-11 00:00:00,nan,110,Where Do We Go Now?
Documentary,279202,Unrated,2012-03-30 00:00:00,nan,98,Bully
Foreign,0,Unrated,2012-06-15 00:00:00,nan,139,Ferrari Ki Sawaari
Adventure,0,PG-13,2012-03-30 00:00:00,nan,94,Dark Tide
Horror,383,R,2012-06-01 00:00:00,nan,80,Apartment 143
Drama,408015,R,2012-04-27 00:00:00,nan,85,Sound of My Voice
Foreign,0,Unrated,2012-12-07 00:00:00,nan,141,Khiladi 786
Comedy / Drama,376597,R,2012-10-12 00:00:00,nan,85,Smashed
Sci-Fi Action,5460,R,2012-11-30 00:00:00,nan,114,Universal Soldier: Day of Reckoning
Comedy / Drama,366377,R,2012-10-05 00:00:00,nan,90,The Oranges
Comedy / Drama,327345,PG-13,2012-09-14 00:00:00,nan,97,Liberal Arts
Drama / Thriller,319285,R,2012-08-17 00:00:00,nan,90,Compliance
Foreign,312954,Unrated,2012-11-30 00:00:00,nan,146,Back to 1942
Historical Drama,311434,R,2012-01-20 00:00:00,nan,141,The Flowers of War
Documentary,288312,R,2012-06-15 00:00:00,nan,113,Something From Nothing: The Art of Rap
Foreign,256451,Unrated,2012-03-30 00:00:00,nan,112,Love in the Buff
Comedy,252603,R,2012-06-08 00:00:00,nan,89,Lola Versus
Drama,246112,Unrated,2012-09-07 00:00:00,nan,101,Keep the Lights On
Foreign,242646,Unrated,2012-03-14 00:00:00,nan,97,Gerhard Richter Painting
Drama,240381,R,2012-07-13 00:00:00,nan,108,Trishna
Foreign,233380,Unrated,2012-05-16 00:00:00,nan,109,Elena
Foreign,229931,Unrated,2012-04-27 00:00:00,nan,123,Tezz
Foreign,220496,Unrated,2012-01-20 00:00:00,nan,122,The Viral Factor
Documentary,215026,PG,2012-06-29 00:00:00,nan,87,Neil Young Journeys
Foreign / Action,212094,PG-13,2012-10-19 00:00:00,nan,94,Tai Chi Zero
Documentary,210752,Unrated,2012-10-05 00:00:00,nan,,The House I Live In
Comedy / Drama,203373,PG-13,2012-09-14 00:00:00,nan,100,10 Years
Foreign,0,Unrated,2012-09-21 00:00:00,nan,86,17 Girls
Comedy,0,R,2012-03-02 00:00:00,nan,92,Tim & Eric's Billion Dollar Movie
Drama,201395,R,2012-12-14 00:00:00,nan,97,Any Day Now
Foreign,177743,Unrated,2012-02-24 00:00:00,nan,130,Tere Naal Love Ho Gaya
Drama,0,R,2012-04-06 00:00:00,nan,101,The Hunter
Comedy,105018,R,2012-10-05 00:00:00,nan,86,Butter
Horror,29063,Unrated,2012-02-03 00:00:00,nan,95,Kill List
Foreign / Action,0,R,2012-08-31 00:00:00,nan,122,Flying Swords of Dragon Gate
Foreign,169181,Unrated,2012-08-31 00:00:00,nan,200,Joker
Drama,166228,Unrated,2012-06-08 00:00:00,nan,84,Dark Horse
Foreign,155758,Unrated,2012-08-24 00:00:00,nan,,Shirin Farhad Ki Toh Nikal Padi
Foreign,151840,R,2012-02-17 00:00:00,nan,124,Bullhead
Foreign,151778,Unrated,2012-10-24 00:00:00,nan,,Chakravyuh
Foreign,143507,Unrated,2012-11-02 00:00:00,nan,,Luv Shuv Tey Chicken Khurana
Comedy,139034,R,2012-06-01 00:00:00,nan,99,High School
Foreign / Action,0,Unrated,2012-04-27 00:00:00,23000000,154,Warriors of the Rainbow: Seediq Bale
Thriller,129579,Unrated,2012-10-26 00:00:00,nan,113,The Loneliest Planet
Foreign,126700,Unrated,2012-02-24 00:00:00,nan,109,Forgiveness of Blood
Animation,64918,PG,2012-09-07 00:00:00,nan,80,Toys in the Attic
Foreign,0,Unrated,2012-03-30 00:00:00,nan,76,"Turn Me On, Dammit!"
Comedy,122550,R,2012-05-11 00:00:00,nan,104,God Bless America
Foreign / Action,117629,Unrated,2012-08-31 00:00:00,nan,104,Bullet Vanishes
Thriller,0,R,2012-06-15 00:00:00,nan,83,The Woman in the Fifth
Foreign,0,Unrated,2012-05-30 00:00:00,nan,90,5 Broken Cameras
Comedy / Drama,106709,R,2012-09-07 00:00:00,nan,95,Hello I Must Be Going
Comedy / Drama,102388,PG,2012-07-06 00:00:00,nan,109,The Magic of Belle Isle
Foreign,101475,Unrated,2012-05-25 00:00:00,nan,95,"Oslo, August 31st"
Drama,100915,Unrated,2012-10-05 00:00:00,nan,129,Wuthering Heights
Foreign / Action,100809,Unrated,2012-08-31 00:00:00,nan,150,Mugamoodi
Horror,100345,R,2012-10-05 00:00:00,nan,116,V/H/S
Foreign,95000,Unrated,2012-04-20 00:00:00,nan,110,Goodbye First Love
Documentary,86637,Unrated,2012-06-13 00:00:00,nan,106,Marina Abramovic: The Artist is Present
Drama,83566,Unrated,2012-09-07 00:00:00,nan,119,The Eye of the Storm
Documentary,0,Unrated,2012-12-07 00:00:00,nan,89,Wagner & Me
Horror,78396,R,2012-02-03 00:00:00,nan,101,The Innkeepers
Documentary,77016,Unrated,2012-02-29 00:00:00,nan,75,This is Not a Film
Documentary,0,PG,2012-03-28 00:00:00,nan,101,The Island President
Drama,0,Unrated,2012-03-16 00:00:00,nan,100,Detachment
Documentary,0,Unrated,2012-08-10 00:00:00,nan,80,The Green Wave
Foreign,24036,Unrated,2012-03-09 00:00:00,nan,97,Attenberg
Crime,66351,R,2012-12-07 00:00:00,nan,94,Deadfall
Foreign,64414,Unrated,2012-08-03 00:00:00,nan,105,Girlfriend Boyfriend - GF BF
Foreign,59059,Unrated,2012-09-28 00:00:00,nan,92,Vulgaria
Foreign,56391,Unrated,2012-02-10 00:00:00,nan,146,The Turin Horse
Foreign,52618,Unrated,2012-02-24 00:00:00,nan,146,Jodi Breakers
Foreign / Action,0,Unrated,2012-08-17 00:00:00,nan,131,Painted Skin: The Resurrection
Foreign,47919,Unrated,2012-01-27 00:00:00,nan,115,"All's Well, End's Well"
Foreign,28307,Unrated,2012-11-02 00:00:00,nan,,North Sea Texas
Foreign,44788,Unrated,2012-06-08 00:00:00,nan,90,Double Trouble
Foreign,38399,Unrated,2012-02-24 00:00:00,nan,93,The Fairy
Documentary,0,R,2012-04-13 00:00:00,nan,103,Hit So Hard
Foreign,0,Unrated,2012-05-11 00:00:00,nan,135,Kalakalappu@Masala Cafe
Horror Thriller,30668,R,2012-11-02 00:00:00,nan,84,The Bay
Documentary,29273,Unrated,2012-08-03 00:00:00,nan,100,You've Been Trumped
Romance,26743,Unrated,2012-04-13 00:00:00,nan,126,Here
Comedy / Drama,22836,PG-13,2012-10-19 00:00:00,nan,,The First Time
Foreign,21267,Unrated,2012-05-11 00:00:00,nan,95,Bonsai
Sci-Fi Thriller,20984,Unrated,2012-08-29 00:00:00,nan,90,The Day
Drama,18869,Unrated,2012-11-09 00:00:00,nan,82,28 Hotel Rooms
Horror Thriller,0,R,2012-05-18 00:00:00,nan,99,Lovely Molly
Foreign,18000,Unrated,2012-03-16 00:00:00,nan,,Juan of the Dead
Fantasy Drama,17801,R,2012-03-23 00:00:00,nan,81,4:44: Last Day on Earth
Drama,17739,R,2012-08-29 00:00:00,nan,96,Little Birds
Drama,16124,Unrated,2012-02-10 00:00:00,nan,97,Return
Foreign,16057,Unrated,2012-07-13 00:00:00,nan,93,Alps
Documentary,0,Unrated,2012-05-09 00:00:00,nan,90,Patience
Romantic Comedy,15760,PG-13,2012-03-09 00:00:00,nan,97,Take Me Home
Family Comedy,13569,PG,2012-03-16 00:00:00,nan,99,Reuniting the Rubins
Foreign,3457,Unrated,2012-02-17 00:00:00,nan,113,Cirkus Columbia
Comedy / Drama,0,R,2012-06-22 00:00:00,nan,,Grassroots
Foreign,10135,Unrated,2012-09-21 00:00:00,nan,140,Husbands in Goa
Foreign,10033,Unrated,2012-03-23 00:00:00,nan,99,Starry Starry Night
Foreign,8919,Unrated,2012-06-08 00:00:00,nan,100,Corpo Celeste
Documentary,8405,Unrated,2012-08-03 00:00:00,nan,95,Dreams of a Life
Comedy,7889,R,2012-08-03 00:00:00,nan,95,The Babymakers
Thriller,5206,PG-13,2012-08-31 00:00:00,nan,90,The Good Doctor
Animation,0,Unrated,2012-11-02 00:00:00,nan,85,Liar's Autobiography
Foreign / Action,0,Unrated,2012-05-11 00:00:00,nan,98,Sleepless Night
Thriller,3010,R,2012-04-06 00:00:00,nan,90,ATM
Drama,3003,R,2012-09-21 00:00:00,nan,102,About Cherry
Romance,2959,R,2012-02-03 00:00:00,nan,89,Perfect Sense
Romantic Comedy,2651,PG,2012-12-07 00:00:00,nan,92,Cheerful Weather for the Wedding
Comedy,759,PG,2012-03-09 00:00:00,nan,89,The Decoy Bride
Drama,607,Unrated,2012-05-04 00:00:00,nan,97,Death of a Superhero
Fantasy,381011219,PG-13,2011-07-15 00:00:00,nan,130,Harry Potter and the Deathly Hallows Part 2
Sci-Fi Action,352390543,PG-13,2011-06-29 00:00:00,195000000,154,Transformers: Dark of the Moon
Period Adventure,241071802,PG-13,2011-05-20 00:00:00,250000000,137,Pirates of the Caribbean: On Stranger Tides
Romance,281287133,PG-13,2011-11-18 00:00:00,110000000,108,The Twilight Saga: Breaking Dawn Part 1
Action,209397903,PG-13,2011-12-16 00:00:00,145000000,132,Mission: Impossible - Ghost Protocol
Animation,165249063,PG,2011-05-26 00:00:00,150000000,91,Kung Fu Panda 2
Action,209837675,PG-13,2011-04-29 00:00:00,125000000,130,Fast Five
Comedy,254464305,R,2011-05-26 00:00:00,80000000,102,The Hangover Part II
Family Comedy,142614158,PG,2011-07-29 00:00:00,110000000,86,The Smurfs
Animation,191452396,G,2011-06-24 00:00:00,200000000,113,Cars 2
Animation,149260504,PG,2011-10-28 00:00:00,130000000,90,Puss in Boots
Adventure,186848418,PG-13,2011-12-16 00:00:00,nan,128,Sherlock Holmes: A Game of Shadows
Animation,143619809,G,2011-04-15 00:00:00,90000000,96,Rio
Sci-Fi Action,176760185,PG-13,2011-08-05 00:00:00,93000000,110,Rise of the Planet of the Apes
Action / Adventure,181030624,PG-13,2011-05-06 00:00:00,150000000,115,Thor
Animation,77591831,PG,2011-12-21 00:00:00,nan,101,The Adventures of Tintin
Action / Adventure,176654505,PG-13,2011-07-22 00:00:00,140000000,125,Captain America: The First Avenger
Action / Adventure,146408305,PG-13,2011-06-03 00:00:00,160000000,131,X-Men: First Class
Family Comedy,133110742,G,2011-12-16 00:00:00,75000000,87,Alvin and the Chipmunks: Chipwrecked
Action Drama,85468508,PG-13,2011-10-07 00:00:00,nan,127,Real Steel
Comedy,169106725,R,2011-05-13 00:00:00,32500000,125,Bridesmaids
Sci-Fi,127004179,PG-13,2011-06-10 00:00:00,50000000,112,Super 8
Animation,123477607,PG,2011-03-04 00:00:00,135000000,107,Rango
Thriller,102515793,R,2011-12-21 00:00:00,90000000,160,The Girl with the Dragon Tattoo
Action / Adventure,98780042,PG-13,2011-01-14 00:00:00,120000000,108,The Green Hornet
Fantasy Drama,83504017,R,2011-11-11 00:00:00,75000000,110,Immortals
Action / Adventure,116601172,PG-13,2011-06-17 00:00:00,200000000,105,Green Lantern
Drama,169708112,PG-13,2011-08-10 00:00:00,25000000,137,The Help
Comedy,100292856,R,2011-06-24 00:00:00,20000000,89,Bad Teacher
Romantic Comedy,103028109,PG-13,2011-02-11 00:00:00,80000000,110,Just Go With It
Sci-Fi Action,83552429,PG-13,2011-03-11 00:00:00,70000000,116,Battle: Los Angeles
Comedy,117538559,R,2011-07-08 00:00:00,35000000,100,Horrible Bosses
Horror,104028807,R,2011-10-21 00:00:00,5000000,81,Paranormal Activity 3
Animation,99967670,G,2011-02-11 00:00:00,nan,84,Gnomeo and Juliet
Family Comedy,68224452,PG,2011-06-17 00:00:00,55000000,95,Mr. Popper's Penguins
Family Adventure,73864507,PG,2011-11-23 00:00:00,nan,127,Hugo
Animation,94242001,G,2011-09-16 00:00:00,nan,89,The Lion King
Comedy,108085305,PG,2011-04-01 00:00:00,63000000,90,Hop
War,79884879,PG-13,2011-12-25 00:00:00,66000000,146,War Horse
Comedy / Drama,82584160,R,2011-11-16 00:00:00,nan,115,The Descendants
Sci-Fi Action,100240551,PG-13,2011-07-29 00:00:00,163000000,118,Cowboys & Aliens
Sci-Fi Thriller,37520095,PG-13,2011-10-28 00:00:00,40000000,109,In Time
Comedy,80360843,PG,2011-07-08 00:00:00,80000000,104,Zookeeper
Family Comedy,88631237,PG,2011-11-23 00:00:00,45000000,120,The Muppets
Action Thriller,79249455,PG-13,2011-03-18 00:00:00,27000000,105,Limitless
Action Comedy,8305970,PG,2011-10-21 00:00:00,45000000,101,Johnny English Reborn
Horror,42587643,R,2011-08-12 00:00:00,40000000,95,Final Destination 5
Comedy,78046570,PG-13,2011-11-04 00:00:00,75000000,104,Tower Heist
Romantic Comedy,56817045,PG-13,2011-05-20 00:00:00,17000000,88,Midnight in Paris
Animation,64006466,PG,2011-11-18 00:00:00,nan,105,Happy Feet Two
Sci-Fi Adventure,55100437,PG-13,2011-02-18 00:00:00,60000000,104,I Am Number Four
Comedy,74158157,PG,2011-11-11 00:00:00,79000000,91,Jack and Jill
Comedy,55802754,R,2011-07-22 00:00:00,35000000,120,Friends with Benefits
Comedy,70662220,R,2011-01-21 00:00:00,25000000,110,No Strings Attached
Animation,46462469,PG,2011-11-23 00:00:00,nan,97,Arthur Christmas
Sci-Fi Thriller,54712227,PG-13,2011-04-01 00:00:00,32000000,94,Source Code
Comedy,84351197,PG-13,2011-07-29 00:00:00,50000000,107,"Crazy, Stupid, Love."
Romantic Comedy,54544638,PG-13,2011-12-09 00:00:00,56000000,117,New Year's Eve
Action Thriller,75658097,PG-13,2011-09-09 00:00:00,60000000,105,Contagion
Comedy / Drama,44671682,PG-13,2011-11-25 00:00:00,15000000,100,The Artist
Period Action,20374484,PG-13,2011-10-21 00:00:00,75000000,110,The Three Musketeers
Drama / Thriller,63686397,PG-13,2011-02-18 00:00:00,30000000,109,Unknown
Sci-Fi Thriller,62495645,PG-13,2011-03-04 00:00:00,50200000,99,The Adjustment Bureau
Comedy / Drama,75624550,PG,2011-12-23 00:00:00,nan,124,We Bought a Zoo
Drama,58709717,PG-13,2011-04-22 00:00:00,38000000,120,Water for Elephants
Drama,30017992,PG-13,2011-12-30 00:00:00,nan,105,The Iron Lady
Sports Drama,75605492,PG-13,2011-09-23 00:00:00,50000000,126,Moneyball
Thriller,23209310,R,2011-02-04 00:00:00,30000000,103,Sanctum
Documentary,73013910,G,2011-02-11 00:00:00,13000000,105,Justin Bieber: Never Say Never
Sci-Fi Comedy,37412945,R,2011-03-18 00:00:00,40000000,100,Paul
Horror,38180928,R,2011-04-15 00:00:00,40000000,103,Scream 4
Horror,54009150,PG-13,2011-04-01 00:00:00,1500000,98,Insidious
Thriller,33047633,PG-13,2011-01-28 00:00:00,37000000,112,The Rite
Family,72286779,PG,2011-09-23 00:00:00,37000000,112,Dolphin Tale
Period Action,24827228,PG-13,2011-01-07 00:00:00,40000000,98,Season of the Witch
Action,36392502,PG-13,2011-03-25 00:00:00,82000000,120,Sucker Punch
Drama / Thriller,37662162,PG-13,2011-03-11 00:00:00,42000000,100,Red Riding Hood
Family Adventure,38538188,PG,2011-08-19 00:00:00,27000000,88,Spy Kids: All the Time in the World
Drama,37306030,R,2011-11-09 00:00:00,35000000,137,J. Edgar
Comedy,45060734,R,2011-02-25 00:00:00,36000000,98,Hall Pass
Action Comedy,37915414,PG-13,2011-02-18 00:00:00,32000000,107,"Big Mommas: Like Father, Like Son"
Action,28087155,PG-13,2011-09-23 00:00:00,35000000,106,Abduction
Thriller,24149393,R,2011-12-09 00:00:00,nan,127,"Tinker, Tailor, Soldier, Spy"
Action Horror,29136626,PG-13,2011-05-13 00:00:00,60000000,87,Priest
Action Drama,35060689,R,2011-09-16 00:00:00,15000000,103,Drive
Thriller,40962534,R,2011-10-07 00:00:00,nan,102,The Ides of March
Comedy,37081475,R,2011-08-05 00:00:00,52000000,101,The Change-Up
Crime Drama,58009200,R,2011-03-18 00:00:00,40000000,119,The Lincoln Lawyer
Comedy,52698535,PG,2011-03-25 00:00:00,21000000,96,Diary of a Wimpy Kid: Rodrick Rules
Romantic Comedy,35608245,PG-13,2011-07-01 00:00:00,30000000,99,Larry Crowne
Comedy,48475290,PG-13,2011-01-14 00:00:00,70000000,118,The Dilemma
Sci-Fi Thriller,21443494,PG-13,2011-12-25 00:00:00,30000000,89,The Darkest Hour
Adventure,40259119,PG-13,2011-04-08 00:00:00,30000000,111,Hanna
Musical,51802742,PG-13,2011-10-14 00:00:00,24000000,113,Footloose
Foreign / Action,100119,Unrated,2011-11-11 00:00:00,nan,116,Elite Squad: The Enemy Within
Action,29121498,R,2011-01-28 00:00:00,40000000,100,The Mechanic
Action,36665854,PG-13,2011-08-26 00:00:00,40000000,107,Colombiana
Romantic Comedy,39046489,PG-13,2011-05-06 00:00:00,35000000,103,Something Borrowed
Romance,13843771,PG-13,2011-08-19 00:00:00,15000000,107,One Day
Foreign,151305,Unrated,2011-06-24 00:00:00,nan,124,Beginning of the Great Revival
Action Thriller,25124966,R,2011-09-23 00:00:00,70000000,100,Killer Elite
Drama,31847881,PG-13,2011-12-25 00:00:00,nan,129,Extremely Loud & Incredibly Close
Drama,13303319,PG-13,2011-05-27 00:00:00,32000000,138,The Tree of Life
Comedy,53345287,PG-13,2011-04-22 00:00:00,nan,105,Tyler Perry's Madea's Big Happy Family
Foreign,459836,PG-13,2011-09-02 00:00:00,nan,119,Detective Dee and the Mystery of the Phantom Flame
Action,21295021,R,2011-08-19 00:00:00,90000000,112,Conan the Barbarian
Sports Drama,43853424,PG,2011-04-08 00:00:00,18000000,105,Soul Surfer
Foreign,251200,R,2011-09-30 00:00:00,nan,122,War of the Arrows
Comedy,33035397,PG-13,2011-04-08 00:00:00,40000000,110,Arthur
Drama / Thriller,31177548,R,2011-08-31 00:00:00,20000000,113,The Debt
Fantasy,27865571,PG-13,2011-03-04 00:00:00,17000000,95,Beastly
Foreign,3954651,PG-13,2011-02-25 00:00:00,nan,122,Of Gods and Men
Foreign,133640,Unrated,2011-01-21 00:00:00,nan,109,Evangelion 2.0: You Can
Horror,18302607,R,2011-08-19 00:00:00,30000000,106,Fright Night
Action Comedy,37053924,R,2011-08-12 00:00:00,28000000,83,30 Minutes or Less
Thriller,37300107,PG-13,2011-02-04 00:00:00,16000000,93,The Roommate
IMAX,0,G,2011-04-08 00:00:00,nan,40,Born to Be Wild
Horror,18877153,PG-13,2011-09-02 00:00:00,25000000,95,Shark Night 3D
Romantic Comedy,23186769,PG,2011-07-01 00:00:00,20000000,109,Monte Carlo
Comedy / Drama,35014192,R,2011-09-30 00:00:00,8000000,99,50/50
Animation,21392758,PG,2011-03-11 00:00:00,150000000,88,Mars Needs Moms
Thriller,21302340,PG-13,2011-09-30 00:00:00,50000000,92,Dream House
Comedy,37295394,PG-13,2011-05-06 00:00:00,6600000,113,Jumping the Broom
Horror,24046682,R,2011-08-26 00:00:00,25000000,100,Don't Be Afraid of the Dark
Foreign,2511689,Unrated,2011-10-26 00:00:00,nan,,RA One
Comedy,35061031,R,2011-11-04 00:00:00,19000000,89,A Very Harold & Kumar 3D Christmas
Drama,14600347,R,2011-11-23 00:00:00,nan,99,My Week with Marilyn
Comedy,30441326,R,2011-12-09 00:00:00,25000000,100,The Sitter
Romance,11242660,PG-13,2011-03-11 00:00:00,nan,121,Jane Eyre
Drama,34522221,PG-13,2011-09-30 00:00:00,2000000,130,Courageous
Foreign,66099,R,2011-09-09 00:00:00,nan,139,Shaolin
Animation,26692846,G,2011-07-15 00:00:00,30000000,63,Winnie the Pooh
Documentary,15428747,G,2011-04-22 00:00:00,nan,89,African Cats
Foreign,3185812,R,2011-10-14 00:00:00,nan,120,The Skin I Live In
Comedy,9662284,PG-13,2011-09-16 00:00:00,24000000,95,I Don't Know How She Does It
Comedy,14011084,R,2011-09-30 00:00:00,20000000,106,What's Your Number?
Action,10721033,R,2011-02-25 00:00:00,nan,104,Drive Angry
Drama,2547047,R,2011-12-16 00:00:00,nan,79,Carnage
Drama / Thriller,5704709,R,2011-11-23 00:00:00,nan,99,A Dangerous Method
Sci-Fi Horror,16928670,R,2011-10-14 00:00:00,38000000,,The Thing
Period Action,19490041,PG-13,2011-02-11 00:00:00,25000000,114,The Eagle
Foreign,50433,PG-13,2011-04-22 00:00:00,nan,105,Legend of the Fist: The Return of Chen Zhen
Sci-Fi Thriller,17687709,PG-13,2011-09-02 00:00:00,5000000,86,Apollo 18
Foreign,5101237,R,2011-01-28 00:00:00,nan,147,Biutiful
Comedy,21596445,R,2011-04-08 00:00:00,49900000,102,Your Highness
Comedy,24816118,R,2011-08-26 00:00:00,5000000,90,Our Idiot Brother
Adventure,13109815,R,2011-10-28 00:00:00,45000000,120,The Rum Diary
Foreign,719823,Unrated,2011-10-07 00:00:00,nan,,The Women on the 6th Floor
Foreign,1618844,R,2011-03-25 00:00:00,nan,103,Potiche
Action,13657115,PG-13,2011-09-09 00:00:00,25000000,139,Warrior
Comedy / Drama,16311571,R,2011-12-09 00:00:00,12000000,94,Young Adult
Foreign,7693187,PG-13,2011-07-22 00:00:00,nan,111,Sarah's Key
Drama,2701859,PG-13,2011-01-21 00:00:00,30000000,119,The Way Back
Foreign,7099055,PG-13,2011-12-30 00:00:00,nan,123,A Separation
Comedy Thriller,5360274,R,2011-07-29 00:00:00,6000000,96,The Guard
Thriller,5354039,R,2011-10-21 00:00:00,3500000,109,Margin Call
Concert,11862398,PG,2011-08-12 00:00:00,9000000,100,Glee The 3D Concert Movie
Drama,3909002,NC-17,2011-12-02 00:00:00,nan,99,Shame
Foreign,802778,R,2011-04-29 00:00:00,nan,126,13 Assassins
Animation,10143779,PG,2011-04-29 00:00:00,30000000,85,Hoodwinked Too! Hood vs. Evil
Foreign,10352,Unrated,2011-11-18 00:00:00,nan,108,The Heir Apparent: Largo Winch
Comedy,164247,PG-13,2011-04-01 00:00:00,13400000,100,The Last Godfather
Foreign,1532594,Unrated,2011-07-01 00:00:00,nan,103,Delhi Belly
Drama,3030848,R,2011-11-11 00:00:00,nan,135,Melancholia
Comedy,15013650,PG,2011-06-10 00:00:00,20000000,91,Judy Moody and the NOT Bummer Summer
Historical Drama,11538204,PG-13,2011-04-15 00:00:00,25000000,122,The Conspirator
Period Drama,4463292,PG-13,2011-10-28 00:00:00,30000000,130,Anonymous
Foreign / Action,205675,R,2011-01-28 00:00:00,nan,107,Ip Man 2: Legend of the Grandmaster
Foreign,157961,Unrated,2011-01-21 00:00:00,nan,107,The Housemaid
Drama,44348,R,2011-03-18 00:00:00,nan,124,Desert Flower
Documentary,3524826,PG,2011-12-23 00:00:00,nan,103,Pina
Drama,5790894,R,2011-06-03 00:00:00,3200000,104,Beginners
Foreign,666557,Unrated,2011-09-16 00:00:00,nan,82,My Afternoons with Margueritte
Foreign,129210,Unrated,2011-03-04 00:00:00,nan,141,I Saw the Devil
Foreign,707945,Unrated,2011-08-19 00:00:00,nan,98,The Hedgehog
Foreign,233007,Unrated,2011-08-31 00:00:00,nan,130,Gainsbourg: A Heroic Life
Foreign,68961,Unrated,2011-04-22 00:00:00,nan,,The Warring States
Foreign,123526,Unrated,2011-02-03 00:00:00,nan,100,What Women Want
Historical Drama,1348205,PG-13,2011-07-15 00:00:00,6000000,120,Snow Flower and the Secret Fan
Comedy,10179275,R,2011-03-18 00:00:00,nan,106,Win Win
Documentary,0,Unrated,2011-10-07 00:00:00,nan,40,Flying Monsters
